clip_path,text,recording_id,duration
data\processed\clips\clip_000899.wav,नहीं आते रहते हैं कोई ना कोई तो बहुत सीन होती है,475356,8.25
data\processed\clips\clip_004161.wav,गुरू रंधावा के हां मुझे बहुत पसंद हैं उनके गाने उनका स्टोरी भी बहुत पसंद हां स्टोरी भी उनका बहुत पसंद है कि कहां से कैसे अं उनकी जो ।,269907,14.73
data\processed\clips\clip_002740.wav,हां बतइए।,444282,1.68
data\processed\clips\clip_003500.wav,हुह हुह हुह सही कह रहे आप इंटर्नशिप के अनुभव से तुलना करना,781268,13.53
data\processed\clips\clip_002232.wav,हां हां बिल्कुल जैसे कि पहले तो मैं बता देती हूं डेकोरेशन होम ये होता है की जैसे की वॉल आर्टस डेकोरेशन वॉल आर्ट्स का मतलब ये होता है की जब हम घर में पेंटिंग वगैरह करवा देते हैं पोस्टर वाली पेंटिंग उसके बाद,630926,14.7
data\processed\clips\clip_004612.wav,जी जी बोलिए आप,840793,1.32
data\processed\clips\clip_002229.wav,हां हां बिल्कुल,630926,3.18
data\processed\clips\clip_003455.wav,तो ऐसे चीजें नहीं होती मेरे घर में और नहीं होना भी चाहिए कि एक टाइम तो ऐसा होना चाहिए कि जब फैमिली को मिलना चाहिए तो ये रात के डिनर के टाइम बहुत अच्छा माहौल रहता है जी,781184,14.97
data\processed\clips\clip_002549.wav,मतलब एक तरीके से जैसे हम लोगों ने सिर्फ सांवरिया सेठ का ट्रिप बनाया था उस के बाद हमारा प्लान चल रहा था पहले हम लोग सोच रहे थे कि अगर पैसे हुए जैसे अगर कभी हम कमाले पैसे एक तरीके से तो हमारा जो ट्रिप हो जाएगा चितौड़ हो जाएगा चितौड़ उदयपुर,978484,12.96
data\processed\clips\clip_000870.wav,हुह हुह,475392,1.62
data\processed\clips\clip_003711.wav,हां तो वो जो जी,798121,5.43
data\processed\clips\clip_003856.wav,आपकी आवाज कट रही है।,400503,9.45
data\processed\clips\clip_004669.wav,अह जिस गती के साथ भारत की अर्थव्यवस्था बढ़ रही है ऐसी बात नहीं है कि यह नीचे नहीं जाती है लेकिन जिस एक ग्रेजुएली जिस गती के साथ बढ़ रही है तो मैं दो हजार अ पैंतालीस तक भारत को एक विकसित राष्ट्र के रूप में देखता हूं आगे भविष्य में,840781,13.53
data\processed\clips\clip_003062.wav,"जी ,",977253,1.2
data\processed\clips\clip_004235.wav,हां,270037,1.92
data\processed\clips\clip_000751.wav,हुं हुं लगभग सेम कह सकते हैं सर ऐसा ही मेरा था क्योंकि जब आपन अगर कॉलेज में रहते हैं तो उस,240907,14.76
data\processed\clips\clip_001774.wav,फिर उसको अ टेस्ट किया तो आईफोन थोड़ा अटक रहा था लेकिन एस ट्वेंटी फाइव चला एंड और दूसरा प्लस पॉइंट इसका कैमरा आईफोन जानने जाता है उसके प्रोसेसर के लिए और कैमरा के लिए मोस्टली,661889,12.48
data\processed\clips\clip_004628.wav,सर कई कई सालों के बंदे है जो कि इतने सालों से मेहनत करते होते तो सर वो भी रह जाते है,840793,6.75
data\processed\clips\clip_001409.wav,ज्यादा जलने या पक जाने पे,739630,3.06
data\processed\clips\clip_003532.wav,हाँ थ कट गया था मैं एक बीटा खूब नहीं आ रहा था हा,663529,7.71
data\processed\clips\clip_002369.wav,क्या ऐआई के जमाने में उसकी वैल्यू रहेगी या फिर मैं पैसों के चक्कर में बाई चांस अभी वह पैसे दो तीन हजार रूपये ज्यादा मिल रहे हैं पर क्या पता दोतीन साल बाद वह जॉब भी ना रहे फिर ना घर का ना घाट का तो यह चीज है,584003,14.22
data\processed\clips\clip_003448.wav,हाँ जी आपने सही कहा हम फर्स्ट डे जाते हैं तो हम सारी चीजें तो सीख नहीं लेते हैं एक हु दिन में थोड़ा टाइम तो लगता है एज अ ट्रेनर हमें ट्रेनिंग भी दी जाती है काम को समझने के लिए ताकि हम भविष्य में,781184,13.68
data\processed\clips\clip_002996.wav,"जी हा जी अ जो भी हमारे साथ होता है, उससे हमें कुछ ना कुछ सीख तो मिलती है जी जिसके वजह से हम आगे के लिए तैयारी करते है और पिछली बार से भी",319431,14.85
data\processed\clips\clip_003212.wav,हा हा और साथ मे फोटो खिचवाने का शौक है दोस्तों कई लोग होते है जो मतलब जाते हैं तो बस घूमते हैं फोटो खिंचवाने का शौक नहीं होता है कई लोग होते है यहां फोटो लो वहाँ फोटो लो,305347,14.31
data\processed\clips\clip_001790.wav,फिलहाल इंडिया में तो वो टेक्निक नहीं है लेकिन एक ऐलन मस्क ने अभी लांच किया चैट_जी_टी_पी चैट जी_टी_पी एक उसने चीप लॉन्च किये वो चीप इंसान के ब्रेन मे लगती है,661889,13.29
data\processed\clips\clip_000936.wav,हां जो,255349,1.98
data\processed\clips\clip_002189.wav,के प्रति आपको जागरुक करता है आपको प्रेरणा देता है अगर आप लक्ष्य प्राप्ति में कुछ भी कठनाईयों का सामना कर रहे हैं तो उसमें आपका परिवार ही होता है जो आपका साथ देता है और मान लो आप अपने लक्ष्य से,537983,14.97
data\processed\clips\clip_001371.wav,"बस हमें आना चाहिए और तुरंद जल्दी से जल्दी कर पाना चाहिए। ये होता है सर। आप से सर। जी, जी, जी, जी, जी, जी।",738845,11.46
data\processed\clips\clip_001101.wav,जी ऐसा कौन सा साधारण दैनिक अभ्यास है जो जीवन की आप आपाधापी में आपको स्थिर से संतुलन में लाता है,767869,11.91
data\processed\clips\clip_000460.wav,हाँ तो पहले से जैसे की इसमें कहा गया है कि पहले के शादी के अनुभव से आइडिया लेना तो पहले से ही जैसे की पहले से शादी के पहले ही हम,350606,13.56
data\processed\clips\clip_002998.wav,जी हूं,319431,1.47
data\processed\clips\clip_003215.wav,ह्म्म,305347,1.08
data\processed\clips\clip_002794.wav,जी क्या मतलब तेरा खेलते हैं और सब हम्म,302503,14.88
data\processed\clips\clip_000451.wav,हां उसके बाद यह करना है और हां हां अगर वो नहीं हो पाता तो हा जेसे आपने का वही होता है वो पहले से ही प्लानिंग करके रख देते हैं हां कि.,350606,14.22
data\processed\clips\clip_000063.wav,तो सकते नहीं है उतनी अकल भी नहीं थी तो बैग के जो ऊपर वाले हिस्से होते हैं ना उसमें डाल डाल के रख लेते थे और खाली डिब्बा लेकर आ जाते थे बट इतनी अकल नहीं थी कि वो फेंक दे या किसी को खिला दे ये मतलब तो ऐसा नहीं सोच सकते तो जब हम,988596,14.4
data\processed\clips\clip_004367.wav,यस सर .यस सर .।,754618,4.56
data\processed\clips\clip_002080.wav,नहीं बिहार यूपी साइड दो नहीं बिहार यूपी साइड दोनों तरफ छटपूजा मनाया जाता है ना हम्म हम्म,269383,13.11
data\processed\clips\clip_002741.wav,बताइए आप मतलब आ बताइए,444282,2.4
data\processed\clips\clip_001898.wav,जिससे ओ उसके और हमारे बीच में एक अच्छा रिश्ता हो पाएं जो कि भविष्य में अगर मेरे पास चिन्नी ना हो तो हम उनके घर जा पाएं कि चिन्नी लेने के लिए,239492,13.83
data\processed\clips\clip_003237.wav,जब मैं वापस आ रहा था सारे बच्चे जोर जोर से हंसने लगे तो मैं सोचा क्यों हंस रहे है कोई बिगड़ा वगैरह तो मैं ही जोकर बनके घूम रहा हु पूरे स्कूल में तो वो मतलब काफी मजेदार था,305347,14.67
data\processed\clips\clip_002636.wav,जी,629862,1.5
data\processed\clips\clip_001007.wav,जी और सर इसे दूसरों की हेल्प करना चाहिए अगर कोई प्र प्रॉब्लम में है कोई गिर गया है या कोई बुजुर्ग इंसान है या किसी को दिखता नहीं है,255381,14.7
data\processed\clips\clip_004718.wav,"और अगर आपको खुद के ऊपर ऐसा लग रहा है कि शायद मुझसे नहीं हो पा रहा है किसी कारणवश, तो अगर आप सुधार ला सकते हैं तो सुधार करिए, नहीं तो फिर आपको छोड़ देना चाहिए। जैसा मेरा मानना है, मैं आप पर थोप नहीं रहा, मैंने बस ऐसे ही बोला है आपको।",840781,12.54
data\processed\clips\clip_002100.wav,हम्म ये एक जो टॉपिक है बुरी बातों को अच्छे तरीके से बदलना धैर्य रखना तो है बहुत सारी चीजे,240994,10.65
data\processed\clips\clip_001337.wav,हाँ हो जाता है ऐसा,738845,1.23
data\processed\clips\clip_002143.wav,लेकिन हमारा को लक्ष नहीं होता लेकिन जब हम ना को लक्ष्य बना लेते हैं तो कोई और दूसरा सपना नई देखते हैं चाहते हैं कि जो हमने लक्ष्य तय किया है उसको हम पूरा करें,537776,11.91
data\processed\clips\clip_001150.wav,हां हां हां हां हां सही बात है,886193,14.28
data\processed\clips\clip_003917.wav,हम्म हम्म बचपन मुझे तो मुझे तो क्रिकेट ज्यादा पसंद था,857737,13.62
data\processed\clips\clip_000399.wav,सजावट के लिए थीम तय करना,351501,2.49
data\processed\clips\clip_003001.wav,हां कुछ बिज़नेस मतलब अ नोकरी तो वही एक के हाथ के नीचे रह के करना थोड़ा प्रेशर ज्यादा लेना,319431,13.68
data\processed\clips\clip_002346.wav,टाइम निकलता है,584003,3.72
data\processed\clips\clip_002480.wav,हां हां नाइन सेवेन लिखके लिखके भेजतानी लिखके,978393,14.49
data\processed\clips\clip_001963.wav,योजना बनाना तो ऐसा कुछ प्लान किया है क्योंकि मैंने तो ऐसा कभी कुछ प्लान नहीं किया है कि संस्कृति या साहित्य किसी प्रोग्राम में जाना है या उसका मतलब करना है तो आपने,350297,14.97
data\processed\clips\clip_002132.wav,हेलो जी अ अगला टॉपिक है बुरी बातों को अच्छे तरी,243702,5.94
data\processed\clips\clip_003777.wav,फिर सोची कि छोड़ी सी में जल्दी करती तो नहीं होता ऐसा कुछ पर अब क्या ही कस पर जो होना था वो तो हो गया फिर में,400490,9.87
data\processed\clips\clip_003467.wav,खाना खाने में मज़ा भी सबके साथ ही आता है जी अच्छा है,781184,13.47
data\processed\clips\clip_003231.wav,दूसरी ये दिक्कत आती थी बारबार और फिर तुम जो पढ़ने जाओ तो वो फिर चिलाएंगे मूवी देखेंगे तो फिर वह माहौल डिस्टर्ब होता था बहुत दिक्कतें आती थी,305347,14.04
data\processed\clips\clip_002330.wav,मतलब किस चीज की तैयारी कर रहे हैं पढ़ाई कर रहें हैं आप,584003,3.51
data\processed\clips\clip_000287.wav,हां बराबर है,522951,1.35
data\processed\clips\clip_000591.wav,किस ओर जा रहा है यह भी तो देखना होता है,989901,2.58
data\processed\clips\clip_004080.wav,नहीं उस ढाबे का तो मजा ही कुछ और होता है भाई हम तो अपनी एक्सपीरियंस बता रहे हैं कि हम कभी भी ट्रेविल करते हैं रोड़ पे जब भी जाते हैं तो ढाबे पे जरूर खाना खाते हैं क्योंकि मुझे बहुत पसंद है ढाबे पे खाना खाना और,367249,15.0
data\processed\clips\clip_000341.wav,"डायरेक्ट तो नहीं चलती है जी, लेकिन बहुत अच्छा अनुभव था मेरा वहां जाने का, जो हमारे आदी मानव थे। जी, के आदी मानव थे कैसे वो रहते थे, कैसे उनका रूटीन था, कैसे खाना तोड़ते",254219,14.73
data\processed\clips\clip_001670.wav,तो आप मुझे बताओ आपका फर्स्ट डे कैसा था पहले आप बताओ।,270291,4.77
data\processed\clips\clip_000354.wav,उन्हों से क्या घुरें पहले से तो भाई बहुत अच्छा बन गया है लेकिन हां वो जगह बहुत ही पुराने पुराने दीवार इतना मोटा मोटा दीवार पहली बार देखे थे नंदा खंडहर का बहुत ही,253253,14.22
data\processed\clips\clip_003393.wav,ऐसे एक बार बात किया मैंने हां,489638,3.54
data\processed\clips\clip_004509.wav,और वो ऐसा गिरा कि आप मानेंगे नहीं काफी देर से और मै बेहोश हो गया और मतलब कभी कबार ऐसा होता है कि आदमी गिर जाता है तो एकदम उठ के भागना चालू हो जाता है लेकिन मै उस परिस्थित में नहीं था ।,1021370,12.24
data\processed\clips\clip_001301.wav,और जो इन्होंने आ विष का प्याला जो पिया था वो आ वो भी इन्होंने बड़े प्यार से जैसे हम लोग आ एक भोजन के थाल को अपने सामने बड़े चाव से खाते पीते हैं उस तरीके से आ इन्होंने,615319,14.67
data\processed\clips\clip_003535.wav,हैलो जी आप पुछ बताएंगे तो रिलेट कर पाएंगे हम थोड़ा।,663529,7.08
data\processed\clips\clip_003066.wav,जी,977253,5.22
data\processed\clips\clip_001550.wav,जी तो आप मतलब उन किताबों से आपको जो है मोटिवेशन मिलती है आपको लगता है कि उनका जो जीवन चरित्र है उनका जो आदर्श है,282447,14.76
data\processed\clips\clip_000785.wav,हां मैंम अक्सर,270153,1.56
data\processed\clips\clip_004513.wav,लेकिन फिर बाद में मेरे घरवालों ने मुझे वो जूते वैसे दिलवा दिए थे वो एक अलग बात थी,1021370,5.49
data\processed\clips\clip_002128.wav,जी कह सकते हैं कई कई बार ऐसा भी होता है हल निकालने हाँ हल निकालने का तरीका,243702,12.54
data\processed\clips\clip_004399.wav,चलिए डिटेल में बात किया जाता है जैसे जैसे लाइफ कैसे चल रही है जीवन कैसे चल रहा है काम के प्रति काम करते हो हां काम करके कितनी डिफिकल्टी आ रही है कितनी मुश्किल है आ रही है,753435,12.57
data\processed\clips\clip_001539.wav,शक हैं जिससे कॉन्फिडेंस ऊपर लाया जा सके,272241,2.16
data\processed\clips\clip_002294.wav,अब बहुत प्रभावित करता है एक तरीके से एक बच्चा होता है उसका जो लुक होता है बहुत प्रभावित करता है ना वो चीज यह चीज मुझे बहुत अच्छी लगती है वाकई अगर अगले टॉपिक बे बात करु तो किसी जानवर से जुड़ी कोई यादगार मुलाकात साझा कीजिए,583552,14.49
data\processed\clips\clip_003099.wav,मैं जो मतलब कुछ करना चाहती हू लाइफ में वो नही कर पा रही और उसमे मुझे फेलियर मिलता है तब मुझे काफी ज्यादा तकलीफ महसूस होती है तो अभी ही कुछ समय पहले मैंने एक एग्जाम दिया था तो वो क्लियर नहीं हुआ तब मुझे काफी ज्यादा,977253,14.97
data\processed\clips\clip_000289.wav,अह बराबर है वो भी हो सकता है ह ह बराबर है आप,522951,5.25
data\processed\clips\clip_001825.wav,अच्छा इसके बारे में कुछ बताएंगे कैसा फोन है कैसा क्या है जो अभी आप यूज करना है,661767,5.91
data\processed\clips\clip_003870.wav,कभी भी लेट हो जाए तो हमें बता देना चाहिए अपने घर वालों को कि हम ऐसी सिचुएशन या समस्या में फंस गए हैं कि जिसकी वजह से हमारी देन छूट गई है बस या कुछ हो गई इसकी वजह से,400503,11.79
data\processed\clips\clip_000239.wav,में आपको,523045,2.58
data\processed\clips\clip_003460.wav,आपको अगर नौकरी मिल जाती है तो बहुत अच्छी बात है लेकिन अगर नहीं मिलती हाँ तो जिसे आपने कहा इंटर्नशिप हमें करनी चाहिए वो पेड हो चाहे अनपेड हो इससे हमें एक्सपिरियंस काफी अच्छा खासा मिलता है तो जब हम फर्स्ट नौकरी करते हैं सीधा तो वो भी हमें ट्रैनिंग देते ही हैं,781184,14.88
data\processed\clips\clip_000488.wav,अच्छा फिर बाद में वो बारात लेके जाते हैं दो तीन दिन उधर रहती है बारात तीन दिन में वापस आती है बारात,629904,6.63
data\processed\clips\clip_000241.wav,अब हिंदी में भी है तो थोड़ा सा कुछ आ हट के आने लगा पहले के सॉन्ग में अब के सॉन्ग में बहुत फर्क होने लगा ना,523045,5.1
data\processed\clips\clip_004209.wav,हां पहले ये युट्यूब वगैरह में आए थे और फिर उसके बाद फिर मूवीज में भी इनको लेने लगे,270037,6.57
data\processed\clips\clip_004318.wav,पॉलिस के डेबे हां,319126,2.85
data\processed\clips\clip_001376.wav,अच्छा सर,738845,2.4
data\processed\clips\clip_002618.wav,मै जब तीन दिन जैसे से हो गए फिर वो भी बिचारे अपना फोन में अब अभी कि मै बता रहा हुं फोन में बिजी है रील्स देख रहे हैं और मतलब बात कर रहे हैं तो मतलब ज्यादातर ये फोन ने जो है लाइफ हर जगह की बदल रखी शहर की ज्यादा बदली है बट गांव की भी अब बदल रही है,629868,14.94
data\processed\clips\clip_002182.wav,और उसी का उत्साह मुझे दिन भर बना रहता है।,537983,4.14
data\processed\clips\clip_001258.wav,अच्छा अच्छा,888331,1.05
data\processed\clips\clip_000609.wav,नहीं करना चाहता तो आप किसी से हेल्प करने की उम्मीद भी न रखि. कि वो कोई आपका हेल्प करेगा तो वही हुं तो आप किसी कर हेल्प कीजिए सामने वाला भी आपका हेल्प करेगा तो वही होती हैं बातें,989901,14.94
data\processed\clips\clip_002012.wav,ओके,350347,1.77
data\processed\clips\clip_002556.wav,"अगर आपको बताया था, तो वह लोगों को गर्माता मंदिर का भी बना रहे थे तो मैंने उनको एक ही चीज़ बोली थी कि आप मुझे रतलाम शहर पर घूमने भी बना करते हैं तो आपको कहाँ पता, जो मांको गिर्माता मंदिर बता रहो ना, वो ।हमारा रतलाम से भी जैसे । मतलब",978484,14.01
data\processed\clips\clip_001264.wav,सो एक्चुअली इस मे कोई घटना के बारे में बात हो रही है इस बारे में जीवन बदल देने वाली किताबें पूछी हैं और बतानी है कि ऐसी किताबें होती हैं या नहीं होती लाइक दिस,615351,8.76
data\processed\clips\clip_001422.wav,लेकिन पता है क्या हुआ मेरा दिमाग जानते हुए मैंने वो हम उसका एक्शन नहीं ले पाए जिससे कि जिसके कारण जिसके कारण वो वो थोड़ा सा कच्चा हम लोगों को खाना पड़ा,739630,10.41
data\processed\clips\clip_003823.wav,"हां, धन्यवाद आप अपना ध्यान रखिए आप बहुत ध्यान रखिए।",400490,4.32
data\processed\clips\clip_004732.wav,हां ये आप ऐसा चाहती हैं कि सारी इंडस्ट्रीज हर जगह हो हर क्षेत्र में,840781,5.49
data\processed\clips\clip_001421.wav,तो ज्यादा चा चावल डालने से वो कच्चा रह गया था जिससे क्या हुआ था जिससे मतलब थोड़ा सा खाने में ऐसे डर दिमाग काम मुझे पता था कि हम थोड़ा सा चावल निकाल देते उसमें से तो हमारा और खाने लायक बढ़िया चावल बन जाता,739630,12.48
data\processed\clips\clip_002420.wav,उस काम के हिसाब से मेरे को पैसे कितने मिल रहे हैं मतलब पार्ट टाइम के हिसाब से मैं बहुत ज्यादा भी एक्सपेक्ट नहीं कर सकती लेकिन कम से कम इतना हो कि मेरे मेरी खर्चे के लिए निकल जाए,583991,10.38
data\processed\clips\clip_000803.wav,कॉलेज में भी मैम ये चीज़े आपको मिल सकती हैं कॉलेज में भी अच्छे ग्रुप सर्कल बनते हैं क्योंकि मैंने,270153,6.66
data\processed\clips\clip_004233.wav,मतलब हनी सिंह का ठीक है लेकिन जो अभी जो नए नए आ गए है वो तो बिल्कुल ही समझ नहीं आते,270037,6.39
data\processed\clips\clip_002031.wav,हाँ हाँ ये ये,269794,2.43
data\processed\clips\clip_001661.wav,जी जी कोई बोल ही नही रहा था उसके अंदर अच्छा आपका मतलब सेकंड कॉल है पूरा अभी ज अभी जॉइन करा आपने है ना सेवेंथ कॉल है अच्छा सेवेंथ,270291,13.71
data\processed\clips\clip_004502.wav,स्कुल के प्ले ग्राउंड में मेरे साथ में एक हरकत हुई थी उस हरकत की अगर मैं बात करूं एक एक्सीडेंट की बात करूं तो हमारे यहां पे एक प्रतियोगिता थी उस प्रतियोगिता में ये था कि रेसिंग का एक,1021370,13.62
data\processed\clips\clip_001308.wav,जलने या ज्यादा पक जाने वाली डिस पर हसी मजाक करना हैना इन सारी ची,738845,6.27
data\processed\clips\clip_001080.wav,उसके बाद थोड़ी बहुत सब्जीवब्जी लेने जानी हो तो तो सब्जी लेकर आता हूं खाना वना खा पीकर उसके बाद पढ़ने बेठ जाता हूं तो दस से एक तक पढ़ता हूँ उसके बाद फिर सो जाता हूं वैसे आपकी दिन चरिया किसी के,767869,13.95
data\processed\clips\clip_003017.wav,क्योंकि हमको लगता है न है कि हम अपने मम्मी पापा से भी ज्यादा कुछ दोस्त वैसे है जो कि हमको बहुत ही ज्यादा मानते है तो हम अपने चूंकि कुछ वैसी बात है जो अभी तक हमारे मन में ही है लेकिन कुछ हद तक जो है अपने दोस्तों के साथ शेयर करते,979497,13.59
data\processed\clips\clip_004725.wav,एक पंक्ति के ऊपर आया है कि आप कोई पंक्ति बताइए कि मतलब अच्छा मैम आप बीस मिनट से पहले आप काट देना ठीक है या फिर मैं देख के काट दूंगा अगर आप देखते हैं हेलो हेलो आवाज कट रही आपकी हेलो,840781,13.8
data\processed\clips\clip_000537.wav,आह सॉरी सर ये मै नहीं बता सकती हूं क्योंकि अपना पर्सनल डेटा इसमें शेयर नहीं करना है तो,635909,14.34
data\processed\clips\clip_001579.wav,अगेन मैं भाई की कहना चाहूंगा द कमिस्ट पढ़ना चाहिए आप तो कमिस्ट बहुत अच्छी किताब है उसमें बहुत सारी उसमें बहुत साहा उसमें बिल्कुल उसमें बहुत ज्यादा दर्शन है उसके किताब में,282447,13.98
data\processed\clips\clip_001617.wav,सुभाष चंद्र बोस के बारे में आप पढ़ सकते है,282447,2.07
data\processed\clips\clip_004258.wav,अच्छा अभी कॉलेज हैं,319105,1.02
data\processed\clips\clip_001723.wav,करवा सकते हैं वो चीजे,365033,2.4
data\processed\clips\clip_000749.wav,हूं हूं,240907,5.1
data\processed\clips\clip_002512.wav,वहाँ पे अगर यह भी काम हो सकता था कि भईया तुम भागो जो तेज भागेगा वो बचेगा,978393,14.37
data\processed\clips\clip_001534.wav,हां और आपको यानि कि आप आप किसी क्या बोलते हैं किसी से प्रेरणा लिए हैं इस तरह से,272241,11.97
data\processed\clips\clip_000208.wav,ऐसे तो किसी की कभी हसी नहीं उड़ाई मगर उर्वी जाफ़िद को देखके हमेशा हसी आती है उसके फैशन ट्रेंड को देखके वो जो ड्रेसेस वियर करती है जो पब्लिकली वियए करके आती है उसे देखके ज़रूर हसी आती ए,494019,13.8
data\processed\clips\clip_003569.wav,हम्म हम्म,661461,2.1
data\processed\clips\clip_000128.wav,जी बिल्कुल,520199,1.41
data\processed\clips\clip_000570.wav,ओ मेरे साथ भी हुआ है इंसीडेंट आ क्योंकि अ ट्रेन का ही मैं वाकया सुनाऊं क्योंकि मैं यूजअली अ ट्रेन में ही सफर करना पसंद करता हूं,989901,14.97
data\processed\clips\clip_004437.wav,हु हु हां बिल्कुल बिल्कुल सही बात बोला आपने,753435,10.92
data\processed\clips\clip_003621.wav,उसको चाहे कितनी भी चोट लग जाए लेकिन चोट के बावजूद भी वो वो प्रतिदिन जिम करेगा वर्कआउट करेगा ताकि और शक्तिया उसको मतलब अंदर से वो शक्तिशाली रहे दिन रात को निकलता रात को निकलता था वो मतलब बचाने के लिए किसी ना किसी की जैसे किसी को देख लिया तो मुसीबत में,583533,14.7
data\processed\clips\clip_000009.wav,हम्म हम लोग की तो सुबह होती है की मम्मी उठाने आती है तो वह मम्मी नहीं उठाने के लिए वो लोग उठाने के लिए आए थे। अब पता है कैसे उठाएं उठा के हम को बाहर कर दिया टेंट से बाहर उखाड़ मतलब उखाड़ कर हाँ,825780,14.58
data\processed\clips\clip_004299.wav,चलिए ठीक है टॉपिक हमारे पूरे हो गए आपसे बात करके अच्छा लगा जी,319105,5.34
data\processed\clips\clip_000879.wav,अच्छा नहीं नहीं क्लास में तो डिस्कसन नहीं कर सकते हैं ना वो डिस्कसन तो मास्टर के जाने के बाद में करता होगे,475392,4.8
data\processed\clips\clip_001576.wav,उनकी एक किताब है दरू उनकी एक किताब है दरू डेस्क बुक एवर वो आत्म सहायता के लिए एक बहुत अच्छी बुक है,282447,7.29
data\processed\clips\clip_003769.wav,लंबे समय में भरोसे को कैसे प्रभावित करते हैं,783966,3.78
data\processed\clips\clip_000404.wav,इसमें एक बॉय पच्चीस में ठीक है ना तो अगर दूल्हा को पच्चीस तारीख का डेट अच्छा लगा है और वही पंडित जी बोले कि इक्कीस का डेट ही फिक्स है तो बताइए दूल्हा को अच्छा लगेगा,351501,14.34
data\processed\clips\clip_001726.wav,"अभी अच्छा फोन होने का मतलब है आपके पास एक पसंदीदा फोन हो आपका जिसमें अच्छे फीचर्स हो कैमरा अच्छा हो उसका, बहुत सारी चीजे फोन में एक से बड़े के एक चीजे जानने के लिए।",365059,11.73
data\processed\clips\clip_000059.wav,"हां अभी आ रही हैं, अभी आपकी आवाज , हेल्लो",988596,3.51
data\processed\clips\clip_001612.wav,जीवन हाँ जीवन दर्शन जीवन दर्शन बिल्कुल हां जीवन दर्शन अगर आपको पढ़ना है तो आप सर्वेश्वर दयाल सक्सेना बहुत अच्छा पढ़ सकते हैं मुक्ति बोध कि कविताएं आप पढ़ सकते है इसके अलावा एक,282447,13.41
data\processed\clips\clip_004155.wav,रेडियो हाँ हां रेडियो पे वो होता था ना तो रेडियो पर ट्राइ किया था।तो बजा था एक्चुअली उस टाइम में जब मैं जाती थी जॉब करती थी ना,269907,15.0
data\processed\clips\clip_002395.wav,हाँजी आप आप किस टाइप का करियर कर रहे हैं ओ ओके अच्छा तो,583991,14.67
data\processed\clips\clip_001311.wav,अच्छा मतलब बना लेते हैं आप अच्छा कई बार अच्छा भी बन जाता है खाना और कई बार गलती से ऐसा भी है ना तो क्या क्या बना लेते हैं सर आप,738845,10.35
data\processed\clips\clip_003232.wav,लेकिन मजा भी आता था सब मे जो कमजोर पड़ पड़ता पड़ता था उसका मजा ली लिया जाता था,305347,8.76
data\processed\clips\clip_000377.wav,"बहुत अच्छा बहुत अच्छा रहा सब खुश होकर आए, मतलब कि बहुत अच्छा रहा",253253,4.05
data\processed\clips\clip_004476.wav,जो फेविकोल है उसकी बूंदें गिरा दी और चुपचाप से आ गया ठीक है और उस टाइम पे मतलब आप जानते हैं ना जैसे जो लकड़ी होती है लकड़ी का जो कलर होता है वो पीला पीला ऑरेंज ऑरेंज टाइप का होता है,1021370,12.3
data\processed\clips\clip_000829.wav,जी जी जी,270150,2.43
data\processed\clips\clip_003815.wav,ना कि उससे घबराना चाहिए हमें उसको समधान ढूंढना चाहिए पहले तो तो काफी बार मैंने बस नहीं मिलती है तो मैं मेट्रो ले लेती हूँ कि नहीं मिली तो छोड़ो मेट्रो भी किस्से चलूँगी पर उसका,400490,14.55
data\processed\clips\clip_000946.wav,हां अभी तो बहुत सारे ऐसे चैरिटी ग्रूप्स भी बनाए जाते हैं ऐसे जो ऐसे मदद करते हैं जी,255349,13.86
data\processed\clips\clip_004271.wav,तो उसका हम परिचय लेते हैं उनके बारे में हम जानते हैं हा ये सबजेक्ट कैसा है उसके बारे में पढ़ते है समझते हैं कि हाँ या फिर जब हम कॉलेज में एडमिशन ले रहे हैं,319105,11.46
data\processed\clips\clip_001146.wav,कि नहीं ऐसा हुआ इसलिए यह हुआ ऐसा था इसलिए तो इसके बजाय ना हमें उसका हल ढूंढना चाहिए तो उन्होंने ही मुझे सिखाया है कि जब तक ना लाइफ में मुश्किलें नहीं आएगी जब तक आप असफल नहीं होगे आप सीखोगे भी नहीं आप,886193,14.67
data\processed\clips\clip_000677.wav,हाँ बिल्कुल नशा भी करते हैं हम एक बारी बिहार में बिहार गए थे कहीं गए थे मतलब बिहार पड़ा था,990783,10.59
data\processed\clips\clip_002657.wav,आज में हम तो मतलब वही है जैसे पुराना हो गया आप तो मतलब देखने दोतीन बार जा चुका हूं मैं,443952,10.71
data\processed\clips\clip_001971.wav,तो इसलिए हां हां हां वही मतलब हर जगह जब घर में बच्चे छोटे होते है तो फिर निकलना थोड़ा मुश्किल हो पाता है और जब बच्चे बड़े हो जाते है तो फिर कहीं भी चले जाओ तो इतना टेंशन नहीं रहता,350297,14.88
data\processed\clips\clip_000357.wav,"जी,",253253,3.72
data\processed\clips\clip_001056.wav,अब जब से मैंने कॉम्पटेटिव एग्जाम्स की तैयारी की है क्योंकि थोड़ा टेंशन भी रहता है कि करियर बनाना नौकरी करनी ही है जैसे कि उम्र बढ़ने लगती है आप वयस्क होने लगते है तो आपके कोई न कहीं परिवार का भी दबाव होने लगता है तो अपनी दिनचर्या उसी हिसाब से।,767685,12.9
